"","account_id","district_id","frequency","account_age"
"1539",2028,7,"weekly issuance",23
"1540",1294,71,"monthly issuance",23
"1541",106,63,"monthly issuance",23
"1542",2707,61,"monthly issuance",23
"1543",2027,19,"monthly issuance",23
"1544",3369,8,"monthly issuance",23
"1545",9731,54,"issuance after transaction",23
"1546",1578,48,"monthly issuance",23
"1547",8411,20,"monthly issuance",23
"1548",1919,18,"monthly issuance",23
"1549",1307,56,"monthly issuance",23
"1550",2121,64,"monthly issuance",23
"1551",1436,3,"monthly issuance",23
"1552",3489,9,"monthly issuance",23
"1553",3348,4,"monthly issuance",23
"1554",2809,73,"monthly issuance",23
"1555",3364,21,"weekly issuance",23
"1556",2546,1,"monthly issuance",23
"1557",2343,68,"monthly issuance",23
"1558",594,54,"monthly issuance",23
"1559",4434,41,"monthly issuance",23
"1560",359,11,"monthly issuance",23
"1561",3279,46,"weekly issuance",23
"1562",1011,45,"monthly issuance",23
"1563",8856,15,"monthly issuance",23
"1564",2808,1,"monthly issuance",23
"1565",5357,70,"monthly issuance",23
"1566",775,1,"monthly issuance",23
"1567",2524,1,"monthly issuance",23
"1568",3903,58,"monthly issuance",23
"1569",802,15,"monthly issuance",23
"1570",3567,5,"monthly issuance",23
"1571",68,37,"issuance after transaction",23
"1572",1417,75,"monthly issuance",23
"1573",3643,1,"monthly issuance",23
"1574",10728,71,"monthly issuance",23
"1575",2384,40,"monthly issuance",23
"1576",1835,74,"monthly issuance",23
"1577",3621,32,"monthly issuance",23
"1578",1394,32,"monthly issuance",23
"1579",3006,64,"monthly issuance",22
"1580",2322,33,"monthly issuance",22
"1581",1331,59,"monthly issuance",22
"1582",2355,1,"monthly issuance",22
"1583",3482,70,"monthly issuance",22
"1584",4503,50,"monthly issuance",22
"1585",2077,29,"monthly issuance",22
"1586",685,37,"weekly issuance",22
"1587",2163,17,"monthly issuance",22
"1588",2239,25,"monthly issuance",22
"1589",1706,1,"monthly issuance",22
"1590",7795,64,"monthly issuance",22
"1591",3128,1,"monthly issuance",22
"1592",2978,74,"monthly issuance",22
"1593",3141,1,"weekly issuance",22
"1594",3250,1,"monthly issuance",22
"1595",1955,49,"monthly issuance",22
"1596",5650,10,"issuance after transaction",22
"1597",3641,7,"monthly issuance",22
"1598",2923,43,"monthly issuance",22
"1599",8092,54,"monthly issuance",22
"1600",2421,18,"monthly issuance",22
"1601",1437,50,"monthly issuance",22
"1602",756,65,"monthly issuance",22
"1603",3244,56,"monthly issuance",22
"1604",10630,41,"monthly issuance",22
"1605",3981,23,"monthly issuance",22
"1606",3812,72,"monthly issuance",22
"1607",4368,1,"monthly issuance",22
"1608",2729,40,"monthly issuance",22
"1609",2446,3,"monthly issuance",22
"1610",839,16,"monthly issuance",22
"1611",1625,1,"monthly issuance",22
"1612",2563,48,"monthly issuance",22
"1613",1414,58,"monthly issuance",22
"1614",7562,72,"weekly issuance",22
"1615",2185,67,"monthly issuance",22
"1616",1446,57,"monthly issuance",22
"1617",915,72,"monthly issuance",22
"1618",3777,70,"monthly issuance",22
"1619",2414,1,"monthly issuance",22
"1620",9814,64,"weekly issuance",22
"1621",2681,28,"monthly issuance",22
"1622",484,1,"monthly issuance",22
"1623",217,77,"monthly issuance",22
"1624",9030,72,"monthly issuance",22
"1625",2352,70,"monthly issuance",22
"1626",1526,52,"monthly issuance",22
"1627",3841,8,"monthly issuance",22
"1628",270,27,"monthly issuance",22
"1629",1914,27,"monthly issuance",22
"1630",2054,1,"monthly issuance",22
"1631",2111,42,"weekly issuance",22
"1632",1769,39,"monthly issuance",22
"1633",2663,64,"monthly issuance",22
"1634",4103,38,"monthly issuance",22
"1635",5735,52,"monthly issuance",22
"1636",3362,73,"monthly issuance",22
"1637",2755,20,"monthly issuance",22
"1638",3235,8,"monthly issuance",22
"1639",795,25,"monthly issuance",22
"1640",1548,47,"monthly issuance",22
"1641",650,3,"monthly issuance",22
"1642",11042,72,"monthly issuance",22
"1643",3421,31,"monthly issuance",22
"1644",1112,48,"monthly issuance",22
"1645",3583,40,"monthly issuance",22
"1646",4001,54,"monthly issuance",22
"1647",393,46,"monthly issuance",22
"1648",2718,29,"monthly issuance",22
"1649",1496,57,"monthly issuance",22
"1650",2968,15,"monthly issuance",22
"1651",1889,59,"monthly issuance",22
"1652",789,39,"monthly issuance",22
"1653",7614,62,"monthly issuance",22
"1654",8159,26,"monthly issuance",22
"1655",2151,38,"monthly issuance",22
"1656",3865,50,"monthly issuance",22
"1657",4109,54,"monthly issuance",22
"1658",515,57,"monthly issuance",22
"1659",3817,70,"monthly issuance",22
"1660",2268,1,"monthly issuance",22
"1661",388,59,"monthly issuance",22
"1662",3623,59,"monthly issuance",22
"1663",1967,26,"weekly issuance",22
"1664",4727,2,"monthly issuance",22
"1665",3466,64,"monthly issuance",22
"1666",3297,53,"monthly issuance",22
"1667",607,16,"monthly issuance",22
"1668",1858,72,"monthly issuance",22
"1669",3978,59,"monthly issuance",22
"1670",70,8,"monthly issuance",22
"1671",781,33,"monthly issuance",22
"1672",10884,65,"monthly issuance",22
"1673",2688,72,"monthly issuance",22
"1674",1772,31,"weekly issuance",22
"1675",2490,22,"monthly issuance",22
"1676",2047,20,"monthly issuance",22
"1677",3839,1,"monthly issuance",22
"1678",1633,51,"monthly issuance",22
"1679",763,1,"monthly issuance",22
"1680",4161,1,"monthly issuance",22
"1681",2431,74,"monthly issuance",22
"1682",3753,28,"monthly issuance",22
"1683",1778,15,"monthly issuance",22
"1684",2911,33,"monthly issuance",22
"1685",3710,1,"monthly issuance",22
"1686",1702,56,"monthly issuance",22
"1687",3737,34,"monthly issuance",22
"1688",190,74,"monthly issuance",22
"1689",2865,1,"monthly issuance",22
"1690",3014,75,"weekly issuance",22
"1691",2680,46,"monthly issuance",22
"1692",1129,35,"monthly issuance",22
"1693",3233,31,"monthly issuance",22
"1694",1287,35,"monthly issuance",22
"1695",9897,1,"monthly issuance",22
"1696",30,36,"monthly issuance",22
"1697",2367,28,"monthly issuance",22
"1698",3826,34,"monthly issuance",22
"1699",376,25,"monthly issuance",22
"1700",1108,26,"monthly issuance",22
"1701",108,53,"monthly issuance",22
"1702",1802,75,"monthly issuance",22
"1703",3230,1,"monthly issuance",22
"1704",3989,19,"monthly issuance",22
"1705",2723,75,"monthly issuance",22
"1706",7859,52,"monthly issuance",22
"1707",7606,21,"monthly issuance",22
"1708",158,37,"monthly issuance",22
"1709",6397,48,"monthly issuance",22
"1710",150,73,"monthly issuance",22
"1711",3402,76,"weekly issuance",22
"1712",2810,66,"monthly issuance",22
"1713",586,54,"monthly issuance",22
"1714",1261,52,"monthly issuance",22
"1715",2856,25,"monthly issuance",22
"1716",288,25,"monthly issuance",22
"1717",3750,77,"monthly issuance",22
"1718",1174,70,"monthly issuance",22
"1719",1306,1,"monthly issuance",22
"1720",5541,43,"monthly issuance",22
"1721",1,18,"monthly issuance",22
"1722",981,66,"monthly issuance",22
"1723",767,25,"monthly issuance",22
"1724",608,32,"monthly issuance",22
"1725",1757,75,"monthly issuance",22
"1726",6609,16,"monthly issuance",22
"1727",870,70,"monthly issuance",22
"1728",227,27,"monthly issuance",22
"1729",568,18,"monthly issuance",22
"1730",1254,74,"monthly issuance",22
"1731",1540,1,"monthly issuance",22
"1732",1692,56,"monthly issuance",22
"1733",1249,67,"monthly issuance",22
"1734",95,1,"monthly issuance",22
"1735",1561,66,"monthly issuance",22
"1736",2540,54,"monthly issuance",22
"1737",248,1,"monthly issuance",22
"1738",9493,64,"monthly issuance",22
"1739",5126,58,"monthly issuance",22
"1740",231,22,"monthly issuance",22
"1741",2203,47,"monthly issuance",22
"1742",6910,76,"monthly issuance",22
"1743",1986,46,"monthly issuance",22
"1744",2839,70,"monthly issuance",22
"1745",1479,54,"monthly issuance",22
"1746",3147,54,"monthly issuance",22
"1747",6289,64,"monthly issuance",22
"1748",1590,77,"monthly issuance",22
"1749",7418,21,"monthly issuance",22
"1750",19,21,"monthly issuance",22
"1751",842,62,"monthly issuance",22
"1752",1821,70,"monthly issuance",22
"1753",206,61,"monthly issuance",22
"1754",3109,18,"monthly issuance",22
"1755",7815,19,"weekly issuance",22
"1756",7136,12,"weekly issuance",22
"1757",1228,62,"monthly issuance",22
"1758",893,53,"monthly issuance",22
"1759",3702,53,"monthly issuance",22
"1760",4852,47,"monthly issuance",22
"1761",2750,13,"monthly issuance",22
"1762",1046,1,"monthly issuance",22
"1763",3729,31,"monthly issuance",22
"1764",1862,19,"weekly issuance",22
"1765",1309,1,"monthly issuance",22
"1766",1315,13,"monthly issuance",22
"1767",3321,17,"monthly issuance",22
"1768",3231,73,"monthly issuance",22
"1769",5724,14,"issuance after transaction",22
"1770",3823,74,"monthly issuance",22
"1771",2726,18,"monthly issuance",22
"1772",1038,64,"monthly issuance",22
"1773",7861,34,"monthly issuance",22
"1774",819,20,"monthly issuance",22
"1775",455,54,"monthly issuance",22
"1776",3930,37,"monthly issuance",22
"1777",4423,39,"monthly issuance",22
"1778",267,38,"monthly issuance",22
"1779",922,61,"monthly issuance",22
"1780",3735,1,"monthly issuance",22
"1781",3449,1,"monthly issuance",22
"1782",2751,31,"monthly issuance",22
"1783",404,41,"monthly issuance",22
"1784",2547,74,"monthly issuance",22
"1785",1248,22,"monthly issuance",22
"1786",2331,8,"monthly issuance",22
"1787",1010,61,"monthly issuance",22
"1788",54,4,"monthly issuance",22
"1789",2364,33,"monthly issuance",22
"1790",1280,70,"monthly issuance",22
"1791",2931,36,"monthly issuance",22
"1792",10351,23,"monthly issuance",22
"1793",3936,39,"monthly issuance",22
"1794",5194,1,"issuance after transaction",22
"1795",3464,25,"monthly issuance",22
"1796",533,40,"monthly issuance",22
"1797",3940,35,"weekly issuance",22
"1798",4538,70,"monthly issuance",22
"1799",454,7,"monthly issuance",22
"1800",1183,12,"monthly issuance",22
"1801",2323,72,"monthly issuance",22
"1802",463,51,"monthly issuance",22
"1803",285,17,"monthly issuance",22
"1804",4105,58,"monthly issuance",22
"1805",2525,45,"monthly issuance",22
"1806",6434,1,"monthly issuance",22
"1807",2919,77,"monthly issuance",22
"1808",1741,21,"monthly issuance",22
"1809",746,75,"monthly issuance",22
"1810",256,37,"monthly issuance",22
"1811",3845,48,"monthly issuance",22
"1812",4014,56,"issuance after transaction",22
"1813",2178,64,"monthly issuance",22
"1814",2935,68,"monthly issuance",22
"1815",544,32,"monthly issuance",22
"1816",1720,35,"monthly issuance",22
"1817",875,63,"monthly issuance",22
"1818",733,49,"weekly issuance",22
"1819",3251,59,"monthly issuance",22
"1820",5358,4,"monthly issuance",22
"1821",2521,63,"monthly issuance",22
"1822",10963,16,"monthly issuance",22
"1823",57,1,"monthly issuance",22
"1824",4589,4,"monthly issuance",22
"1825",490,45,"monthly issuance",22
"1826",3386,2,"monthly issuance",22
"1827",8998,61,"monthly issuance",22
"1828",11349,1,"weekly issuance",22
"1829",2969,29,"monthly issuance",22
"1830",1530,70,"monthly issuance",22
"1831",1642,64,"monthly issuance",22
"1832",6358,3,"monthly issuance",22
"1833",10001,24,"monthly issuance",22
"1834",3186,10,"monthly issuance",22
"1835",1059,8,"monthly issuance",22
"1836",3624,32,"weekly issuance",22
"1837",1974,42,"monthly issuance",22
"1838",2559,32,"monthly issuance",22
"1839",11069,37,"monthly issuance",22
"1840",3874,51,"monthly issuance",22
"1841",3520,72,"monthly issuance",22
"1842",2018,42,"monthly issuance",22
"1843",2877,37,"monthly issuance",22
"1844",2642,68,"monthly issuance",22
"1845",553,26,"monthly issuance",22
"1846",1092,41,"monthly issuance",22
"1847",471,47,"monthly issuance",22
"1848",53,77,"monthly issuance",22
"1849",1413,65,"monthly issuance",22
"1850",5774,1,"monthly issuance",22
"1851",3392,1,"monthly issuance",22
"1852",1465,30,"monthly issuance",22
"1853",1420,68,"monthly issuance",22
"1854",1620,17,"monthly issuance",22
"1855",4121,54,"monthly issuance",22
"1856",754,1,"monthly issuance",22
"1857",3045,1,"monthly issuance",22
"1858",3453,13,"monthly issuance",22
"1859",1696,43,"monthly issuance",22
"1860",2139,8,"monthly issuance",22
"1861",1793,56,"monthly issuance",22
"1862",3725,33,"monthly issuance",22
"1863",896,3,"monthly issuance",22
"1864",3252,12,"monthly issuance",22
"1865",808,69,"monthly issuance",22
"1866",3601,54,"monthly issuance",22
"1867",131,52,"monthly issuance",22
"1868",3124,6,"monthly issuance",22
"1869",7618,72,"weekly issuance",22
"1870",807,76,"weekly issuance",22
"1871",3847,33,"monthly issuance",22
"1872",223,39,"monthly issuance",22
"1873",2328,35,"monthly issuance",22
"1874",1519,9,"monthly issuance",22
"1875",10019,8,"monthly issuance",22
"1876",458,7,"monthly issuance",22
"1877",120,65,"weekly issuance",22
"1878",1846,6,"monthly issuance",22
"1879",2096,32,"monthly issuance",22
"1880",2297,46,"monthly issuance",22
"1881",7184,5,"monthly issuance",22
"1882",2781,16,"monthly issuance",22
"1883",1031,74,"monthly issuance",22
"1884",3810,43,"monthly issuance",22
"1885",1151,40,"monthly issuance",22
"1886",1728,74,"monthly issuance",22
"1887",9235,37,"monthly issuance",22
"1888",3363,30,"monthly issuance",22
"1889",3436,5,"monthly issuance",22
"1890",2533,49,"monthly issuance",22
"1891",99,1,"monthly issuance",22
"1892",638,65,"monthly issuance",22
"1893",2292,41,"monthly issuance",22
"1894",1725,72,"issuance after transaction",22
"1895",3410,39,"monthly issuance",22
"1896",1597,68,"monthly issuance",22
"1897",2041,48,"monthly issuance",22
"1898",5742,74,"issuance after transaction",22
"1899",4415,73,"monthly issuance",22
"1900",4330,47,"monthly issuance",22
"1901",3458,63,"monthly issuance",22
"1902",3330,76,"monthly issuance",22
"1903",6649,1,"monthly issuance",22
"1904",3779,74,"monthly issuance",22
"1905",1103,66,"monthly issuance",22
"1906",731,5,"monthly issuance",22
"1907",2307,60,"monthly issuance",22
"1908",3474,23,"monthly issuance",22
"1909",625,70,"monthly issuance",22
"1910",1075,35,"monthly issuance",22
"1911",2281,1,"monthly issuance",22
"1912",3895,27,"monthly issuance",22
"1913",5263,64,"monthly issuance",22
"1914",5794,70,"monthly issuance",22
"1915",1220,1,"monthly issuance",22
"1916",1568,23,"monthly issuance",22
"1917",1344,12,"issuance after transaction",22
"1918",8547,14,"weekly issuance",22
"1919",1135,1,"monthly issuance",22
"1920",4263,5,"monthly issuance",22
"1921",3532,73,"monthly issuance",22
"1922",1251,34,"weekly issuance",22
"1923",1936,70,"monthly issuance",22
"1924",2244,46,"monthly issuance",22
"1925",2310,15,"monthly issuance",22
"1926",1994,42,"monthly issuance",22
"1927",720,54,"monthly issuance",22
"1928",1472,2,"monthly issuance",22
"1929",2144,55,"issuance after transaction",22
"1930",953,14,"monthly issuance",22
"1931",4081,11,"monthly issuance",22
"1932",10018,8,"monthly issuance",22
"1933",2553,41,"monthly issuance",22
"1934",2520,18,"monthly issuance",22
"1935",1252,13,"weekly issuance",22
"1936",3357,54,"monthly issuance",22
"1937",6985,38,"monthly issuance",22
"1938",2957,25,"monthly issuance",22
"1939",4948,43,"monthly issuance",22
"1940",1803,24,"monthly issuance",22
"1941",2577,7,"monthly issuance",22
"1942",1009,1,"weekly issuance",22
"1943",2265,65,"monthly issuance",22
"1944",675,58,"monthly issuance",22
"1945",5033,54,"monthly issuance",22
"1946",1971,41,"monthly issuance",22
"1947",2830,20,"monthly issuance",22
"1948",1927,42,"monthly issuance",22
"1949",5118,72,"monthly issuance",22
"1950",3203,23,"monthly issuance",22
"1951",3270,30,"monthly issuance",22
"1952",1520,48,"monthly issuance",22
"1953",4681,70,"monthly issuance",22
"1954",3902,1,"monthly issuance",22
"1955",8327,1,"weekly issuance",22
"1956",1203,72,"monthly issuance",22
"1957",2608,19,"monthly issuance",22
"1958",2206,45,"monthly issuance",22
"1959",3216,3,"monthly issuance",22
"1960",1122,13,"monthly issuance",22
"1961",786,53,"monthly issuance",22
"1962",3631,1,"monthly issuance",22
"1963",2514,16,"monthly issuance",22
"1964",75,1,"monthly issuance",22
"1965",3679,64,"monthly issuance",22
"1966",2562,35,"monthly issuance",22
"1967",2280,68,"monthly issuance",22
"1968",3896,45,"monthly issuance",22
"1969",11138,70,"weekly issuance",22
"1970",5213,1,"monthly issuance",22
"1971",531,31,"monthly issuance",22
"1972",6856,43,"monthly issuance",22
"1973",5024,70,"monthly issuance",22
"1974",560,36,"monthly issuance",22
"1975",11382,74,"monthly issuance",22
"1976",2855,27,"monthly issuance",22
"1977",2858,56,"monthly issuance",22
"1978",3763,55,"monthly issuance",22
"1979",995,64,"monthly issuance",22
"1980",3315,23,"monthly issuance",22
"1981",3582,19,"monthly issuance",22
"1982",420,75,"monthly issuance",22
"1983",937,43,"monthly issuance",22
"1984",4258,51,"monthly issuance",22
"1985",5066,13,"weekly issuance",22
"1986",2236,73,"monthly issuance",22
"1987",3995,12,"monthly issuance",22
"1988",894,46,"monthly issuance",22
"1989",418,36,"monthly issuance",22
"1990",3254,36,"monthly issuance",22
"1991",32,5,"monthly issuance",22
"1992",213,73,"monthly issuance",22
"1993",2833,64,"monthly issuance",22
"1994",3553,70,"monthly issuance",22
"1995",9052,43,"issuance after transaction",22
"1996",3139,12,"monthly issuance",22
"1997",1562,1,"monthly issuance",22
"1998",1961,13,"monthly issuance",22
"1999",353,24,"monthly issuance",22
"2000",1640,13,"monthly issuance",22
"2001",6872,15,"monthly issuance",22
"2002",532,26,"monthly issuance",22
"2003",674,49,"monthly issuance",22
"2004",10365,22,"monthly issuance",22
"2005",430,54,"monthly issuance",22
"2006",429,63,"monthly issuance",22
"2007",3269,37,"monthly issuance",22
"2008",1810,50,"monthly issuance",22
"2009",665,8,"monthly issuance",22
"2010",3855,33,"monthly issuance",22
"2011",3866,60,"monthly issuance",22
"2012",3914,33,"monthly issuance",22
"2013",3807,53,"monthly issuance",22
"2014",3925,1,"monthly issuance",22
"2015",219,28,"monthly issuance",22
"2016",3552,62,"monthly issuance",22
"2017",7957,51,"monthly issuance",22
"2018",1149,18,"monthly issuance",22
"2019",1423,76,"monthly issuance",22
"2020",2853,54,"monthly issuance",22
"2021",803,19,"monthly issuance",22
"2022",2456,65,"monthly issuance",22
"2023",619,1,"weekly issuance",22
"2024",301,60,"monthly issuance",22
"2025",372,55,"monthly issuance",22
"2026",3492,33,"monthly issuance",22
"2027",6463,16,"monthly issuance",22
"2028",3628,70,"monthly issuance",22
"2029",2358,7,"monthly issuance",22
"2030",1613,1,"monthly issuance",22
"2031",2866,43,"monthly issuance",22
"2032",3010,46,"monthly issuance",22
"2033",3368,24,"monthly issuance",22
"2034",5125,1,"monthly issuance",22
"2035",994,72,"monthly issuance",22
"2036",1674,1,"monthly issuance",22
"2037",3234,1,"monthly issuance",22
"2038",1452,45,"monthly issuance",22
"2039",9377,1,"monthly issuance",22
"2040",3758,38,"monthly issuance",22
"2041",138,22,"monthly issuance",22
"2042",1376,64,"monthly issuance",22
"2043",3770,23,"monthly issuance",22
"2044",11271,5,"monthly issuance",22
"2045",2353,51,"monthly issuance",22
"2046",1335,54,"monthly issuance",22
"2047",2119,74,"monthly issuance",22
"2048",8,57,"monthly issuance",22
"2049",1704,70,"monthly issuance",22
"2050",1660,1,"monthly issuance",22
"2051",5429,71,"monthly issuance",22
"2052",3440,22,"monthly issuance",22
"2053",2148,1,"monthly issuance",22
"2054",676,39,"monthly issuance",22
"2055",2731,1,"monthly issuance",22
"2056",80,43,"monthly issuance",22
"2057",3417,48,"monthly issuance",22
"2058",169,4,"monthly issuance",22
"2059",4047,45,"weekly issuance",22
"2060",7487,4,"monthly issuance",22
"2061",992,22,"monthly issuance",22
"2062",331,65,"monthly issuance",22
"2063",2835,73,"monthly issuance",22
"2064",3677,1,"monthly issuance",22
"2065",2565,74,"monthly issuance",22
"2066",4190,62,"monthly issuance",22
"2067",3317,4,"monthly issuance",22
"2068",1690,16,"monthly issuance",22
"2069",1448,1,"monthly issuance",22
"2070",521,9,"monthly issuance",22
"2071",3132,56,"monthly issuance",22
"2072",3944,22,"monthly issuance",22
"2073",1427,17,"monthly issuance",22
"2074",1742,68,"monthly issuance",22
"2075",6400,31,"issuance after transaction",22
"2076",3486,64,"monthly issuance",22
"2077",4473,45,"monthly issuance",22
"2078",2965,6,"monthly issuance",22
"2079",2301,22,"monthly issuance",22
"2080",2674,50,"monthly issuance",22
"2081",11,76,"monthly issuance",22
"2082",8533,47,"monthly issuance",22
"2083",1089,74,"monthly issuance",22
"2084",5063,43,"monthly issuance",22
"2085",1257,66,"monthly issuance",22
"2086",990,17,"monthly issuance",22
"2087",1581,39,"monthly issuance",22
"2088",2424,1,"monthly issuance",22
"2089",917,56,"monthly issuance",22
"2090",2255,52,"monthly issuance",22
"2091",11362,67,"monthly issuance",22
"2092",1796,18,"monthly issuance",22
"2093",2834,70,"monthly issuance",22
"2094",8114,59,"monthly issuance",22
"2095",260,24,"monthly issuance",22
"2096",1749,64,"monthly issuance",22
"2097",4650,4,"monthly issuance",22
"2098",336,62,"monthly issuance",22
"2099",308,61,"monthly issuance",22
"2100",319,47,"weekly issuance",22
"2101",762,76,"monthly issuance",22
"2102",1142,74,"monthly issuance",22
"2103",3200,17,"issuance after transaction",22
"2104",3646,63,"weekly issuance",22
"2105",1206,70,"monthly issuance",22
"2106",501,13,"monthly issuance",22
"2107",2235,45,"monthly issuance",22
"2108",2487,42,"monthly issuance",22
"2109",10762,1,"monthly issuance",22
"2110",3131,21,"monthly issuance",22
"2111",10520,55,"issuance after transaction",22
"2112",2515,64,"monthly issuance",22
"2113",2727,1,"monthly issuance",22
"2114",1756,38,"monthly issuance",22
"2115",2500,61,"monthly issuance",22
"2116",1426,40,"monthly issuance",22
"2117",602,43,"monthly issuance",22
"2118",3637,53,"monthly issuance",22
"2119",2481,1,"monthly issuance",22
"2120",3080,57,"monthly issuance",22
"2121",2621,55,"monthly issuance",22
"2122",1238,1,"monthly issuance",22
"2123",10710,19,"monthly issuance",22
"2124",2871,52,"monthly issuance",22
"2125",1403,17,"monthly issuance",22
"2126",1629,10,"monthly issuance",22
"2127",9353,59,"monthly issuance",22
"2128",820,74,"monthly issuance",22
"2129",3384,14,"monthly issuance",22
"2130",257,11,"monthly issuance",22
"2131",479,1,"monthly issuance",22
"2132",3764,69,"monthly issuance",22
"2133",155,58,"monthly issuance",22
"2134",3945,50,"monthly issuance",22
"2135",2157,77,"monthly issuance",22
"2136",2051,64,"weekly issuance",22
"2137",3061,76,"monthly issuance",22
"2138",3111,60,"monthly issuance",22
"2139",1691,48,"monthly issuance",22
"2140",1044,14,"monthly issuance",22
"2141",1945,56,"monthly issuance",22
"2142",9790,52,"monthly issuance",22
"2143",9928,60,"monthly issuance",22
"2144",2580,60,"monthly issuance",22
"2145",1599,57,"monthly issuance",22
"2146",11079,16,"monthly issuance",22
"2147",968,74,"monthly issuance",22
"2148",810,46,"monthly issuance",22
"2149",1760,53,"monthly issuance",22
"2150",2550,67,"monthly issuance",22
"2151",3572,65,"monthly issuance",22
"2152",1030,57,"monthly issuance",22
"2153",487,40,"monthly issuance",22
"2154",3767,1,"monthly issuance",22
"2155",348,25,"monthly issuance",22
"2156",1867,52,"monthly issuance",22
"2157",2516,6,"monthly issuance",22
"2158",3303,1,"monthly issuance",22
"2159",933,21,"monthly issuance",22
"2160",3229,64,"monthly issuance",22
"2161",1700,64,"monthly issuance",22
"2162",2836,42,"monthly issuance",22
"2163",338,49,"monthly issuance",22
"2164",3148,33,"monthly issuance",22
"2165",1357,56,"monthly issuance",22
"2166",3772,7,"monthly issuance",22
"2167",486,33,"monthly issuance",22
"2168",1395,1,"monthly issuance",22
"2169",1341,36,"monthly issuance",22
"2170",9017,70,"monthly issuance",22
"2171",10411,39,"issuance after transaction",22
"2172",2783,43,"monthly issuance",22
"2173",2015,68,"monthly issuance",22
"2174",2341,33,"monthly issuance",22
"2175",565,39,"monthly issuance",22
"2176",337,17,"monthly issuance",22
"2177",3780,44,"monthly issuance",22
"2178",557,1,"monthly issuance",22
"2179",3490,48,"monthly issuance",22
"2180",3973,20,"monthly issuance",22
"2181",2043,46,"monthly issuance",22
"2182",2003,32,"monthly issuance",22
"2183",728,60,"monthly issuance",22
"2184",3970,24,"monthly issuance",22
"2185",8169,29,"monthly issuance",22
"2186",452,63,"monthly issuance",22
"2187",3783,40,"monthly issuance",22
"2188",3189,29,"monthly issuance",22
"2189",3689,8,"monthly issuance",22
"2190",2803,58,"monthly issuance",22
"2191",1901,15,"monthly issuance",22
"2192",3525,70,"monthly issuance",22
"2193",3320,1,"monthly issuance",22
"2194",2851,17,"monthly issuance",22
"2195",2309,18,"monthly issuance",22
"2196",2437,1,"monthly issuance",22
"2197",1825,3,"monthly issuance",22
"2198",253,46,"monthly issuance",22
"2199",474,61,"monthly issuance",22
"2200",633,57,"monthly issuance",22
"2201",2374,1,"monthly issuance",22
"2202",1104,39,"monthly issuance",22
"2203",2692,28,"monthly issuance",22
"2204",6927,74,"weekly issuance",22
"2205",924,11,"monthly issuance",22
"2206",3305,13,"monthly issuance",22
"2207",2237,26,"monthly issuance",22
"2208",1917,73,"monthly issuance",22
"2209",1685,28,"monthly issuance",22
"2210",791,49,"monthly issuance",22
"2211",3858,2,"monthly issuance",22
"2212",5001,53,"monthly issuance",22
"2213",1469,67,"monthly issuance",22
"2214",3476,3,"monthly issuance",22
"2215",8039,9,"monthly issuance",22
"2216",3205,1,"monthly issuance",22
"2217",5477,57,"monthly issuance",22
"2218",1212,70,"monthly issuance",22
"2219",2095,56,"monthly issuance",22
"2220",1137,60,"monthly issuance",22
"2221",2570,1,"monthly issuance",22
"2222",3092,46,"monthly issuance",22
"2223",5661,53,"monthly issuance",22
"2224",809,36,"monthly issuance",22
"2225",522,17,"monthly issuance",22
"2226",2630,64,"monthly issuance",22
"2227",957,70,"monthly issuance",22
"2228",1682,49,"monthly issuance",22
"2229",3587,64,"monthly issuance",22
"2230",4269,26,"monthly issuance",22
"2231",3338,25,"monthly issuance",22
"2232",3655,1,"monthly issuance",22
"2233",84,44,"issuance after transaction",22
"2234",4439,30,"monthly issuance",22
"2235",4462,73,"weekly issuance",22
"2236",3814,74,"monthly issuance",22
"2237",2780,63,"monthly issuance",22
"2238",3273,74,"monthly issuance",22
"2239",3559,18,"monthly issuance",22
"2240",3968,36,"monthly issuance",21
"2241",2159,1,"monthly issuance",21
"2242",849,1,"monthly issuance",21
"2243",2288,69,"monthly issuance",21
"2244",3051,9,"monthly issuance",21
"2245",946,21,"monthly issuance",21
"2246",2075,33,"monthly issuance",21
"2247",8931,63,"weekly issuance",21
"2248",9225,11,"monthly issuance",21
"2249",3278,4,"monthly issuance",21
"2250",2811,4,"monthly issuance",21
"2251",1670,12,"monthly issuance",21
"2252",275,29,"monthly issuance",21
"2253",1455,66,"monthly issuance",21
"2254",1311,60,"monthly issuance",21
"2255",6678,54,"monthly issuance",21
"2256",145,31,"monthly issuance",21
"2257",312,41,"monthly issuance",21
"2258",2233,43,"monthly issuance",21
"2259",3530,34,"monthly issuance",21
"2260",7828,36,"monthly issuance",21
"2261",9024,1,"monthly issuance",21
"2262",1711,63,"monthly issuance",21
"2263",2223,44,"monthly issuance",21
"2264",646,51,"monthly issuance",21
"2265",2548,57,"monthly issuance",21
"2266",2567,17,"monthly issuance",21
"2267",2153,31,"weekly issuance",21
"2268",1243,1,"monthly issuance",21
"2269",3238,47,"monthly issuance",21
"2270",954,74,"monthly issuance",21
"2271",9633,70,"monthly issuance",21
"2272",2716,66,"monthly issuance",21
"2273",1580,69,"monthly issuance",21
"2274",1483,10,"monthly issuance",21
"2275",1263,30,"weekly issuance",21
"2276",3966,42,"monthly issuance",21
"2277",3937,76,"monthly issuance",21
"2278",1591,65,"monthly issuance",21
"2279",658,4,"monthly issuance",21
"2280",3638,52,"issuance after transaction",21
"2281",2605,21,"monthly issuance",21
